time;V(Net-_Q1-G_);
0;6.36778;
1e-07;6.3679;
2e-07;6.36792;
4e-07;6.36819;
7.03079e-07;6.36807;
1.048e-06;6.36874;
1.39382e-06;6.36772;
1.65089e-06;6.3701;
1.66364e-06;6.37064;
1.68914e-06;6.37204;
1.72104e-06;6.37519;
1.7505e-06;6.3805;
1.77146e-06;6.38659;
1.7906e-06;6.39482;
1.80888e-06;6.40621;
1.82713e-06;6.42267;
1.84522e-06;6.44624;
1.86423e-06;6.48253;
1.88236e-06;6.53296;
1.90139e-06;6.6093;
1.91992e-06;6.71326;
1.94041e-06;6.86454;
1.96263e-06;7.05937;
1.98663e-06;7.27963;
2.00505e-06;7.44283;
2.0244e-06;7.60246;
2.04318e-06;7.74457;
2.05496e-06;7.8284;
2.06355e-06;7.88991;
2.06706e-06;7.91549;
2.06975e-06;7.93538;
2.07299e-06;7.95953;
2.0752e-06;7.97612;
2.07758e-06;7.99406;
2.07995e-06;8.0119;
2.08236e-06;8.0301;
2.08538e-06;8.0529;
2.08877e-06;8.07856;
2.09351e-06;8.11428;
2.09936e-06;8.15828;
2.10845e-06;8.22587;
2.11948e-06;8.3066;
2.13945e-06;8.44809;
2.16216e-06;8.60091;
2.20593e-06;8.86957;
2.25747e-06;9.14346;
2.34577e-06;9.52045;
2.43622e-06;9.80889;
2.58406e-06;10.1338;
2.66738e-06;10.258;
2.77218e-06;10.3757;
2.8746e-06;10.4602;
2.98267e-06;10.5259;
3.10761e-06;10.5806;
3.24616e-06;10.6226;
3.3806e-06;10.6504;
3.52457e-06;10.6706;
3.6543e-06;10.6829;
3.79403e-06;10.6919;
3.91944e-06;10.6973;
4.05047e-06;10.7011;
4.1787e-06;10.7035;
4.29414e-06;10.7049;
4.39524e-06;10.7057;
4.48661e-06;10.7061;
4.56758e-06;10.7064;
4.64116e-06;10.7066;
4.70809e-06;10.7067;
4.77625e-06;10.7068;
4.8403e-06;10.7069;
4.9025e-06;10.7069;
4.9678e-06;10.7069;
5.02762e-06;10.7069;
5.09383e-06;10.7069;
5.15447e-06;10.7069;
5.22173e-06;10.7069;
5.28707e-06;10.7069;
5.36083e-06;10.7069;
5.43957e-06;10.7068;
5.53645e-06;10.7068;
5.64583e-06;10.7068;
5.80531e-06;10.7068;
5.99021e-06;10.7067;
6.36001e-06;10.7067;
6.75542e-06;10.7067;
7.42014e-06;10.7067;
8.11981e-06;10.7067;
8.99116e-06;10.7067;
9.59322e-06;10.7067;
9.93165e-06;10.7067;
1.02601e-05;10.7067;
1.0531e-05;10.7067;
1.07367e-05;10.7067;
1.09622e-05;10.7067;
1.11907e-05;10.7067;
1.14964e-05;10.7067;
1.18214e-05;10.7067;
1.21729e-05;10.7067;
1.2511e-05;10.7067;
1.28576e-05;10.7067;
1.31771e-05;10.7067;
1.35158e-05;10.7067;
1.3933e-05;10.7067;
1.45037e-05;10.7067;
1.52229e-05;10.7067;
1.61298e-05;10.7067;
1.72522e-05;10.7067;
1.86808e-05;10.7067;
2.03256e-05;10.7067;
2.22195e-05;10.7067;
2.45023e-05;10.7067;
2.73142e-05;10.7067;
3.08843e-05;10.7067;
3.57292e-05;10.7067;
4.35472e-05;10.7067;
5.35472e-05;10.7067;
6.01179e-05;10.7067;
6.49317e-05;10.7067;
7.03143e-05;10.7067;
7.60496e-05;10.7067;
8.50225e-05;10.7067;
9.44724e-05;10.7067;
0.000104472;10.7067;
0.000114472;10.7067;
0.000123374;10.7067;
